### var1 :  ph_sc_eta 
### var2 :  ph_et 
  -2.500	  -2.000	 +10.000	 +15.000	0.413	0.007	0.187	0.010	0.400	0.399	0.179	0.187
  -2.000	  -1.566	 +10.000	 +15.000	0.469	0.007	0.310	0.013	0.469	0.501	0.272	0.310
  -1.566	  -1.444	 +10.000	 +15.000	0.013	0.002	0.046	0.012	0.023	0.050	0.026	0.047
  -1.444	  -0.800	 +10.000	 +15.000	0.500	0.009	0.399	0.012	0.486	0.507	0.383	0.391
  -0.800	  +0.000	 +10.000	 +15.000	0.456	0.005	0.515	0.012	0.436	0.438	0.515	0.519
  +0.000	  +0.800	 +10.000	 +15.000	0.400	0.006	0.520	0.012	0.424	0.436	0.484	0.518
  +0.800	  +1.444	 +10.000	 +15.000	0.477	0.004	0.374	0.011	0.477	0.500	0.365	0.381
  +1.444	  +1.566	 +10.000	 +15.000	0.015	0.001	0.023	0.008	0.025	0.025	0.021	0.026
  +1.566	  +2.000	 +10.000	 +15.000	0.445	0.008	0.306	0.013	0.435	0.446	0.269	0.303
  +2.000	  +2.500	 +10.000	 +15.000	0.395	0.007	0.193	0.012	0.387	0.384	0.166	0.195
  -2.500	  -2.000	 +15.000	 +20.000	0.464	0.004	0.251	0.007	0.450	0.461	0.229	0.250
  -2.000	  -1.566	 +15.000	 +20.000	0.506	0.004	0.375	0.007	0.493	0.502	0.353	0.373
  -1.566	  -1.444	 +15.000	 +20.000	0.011	0.001	0.023	0.004	0.030	0.038	0.031	0.022
  -1.444	  -0.800	 +15.000	 +20.000	0.457	0.003	0.402	0.006	0.445	0.451	0.387	0.403
  -0.800	  +0.000	 +15.000	 +20.000	0.467	0.003	0.496	0.005	0.417	0.492	0.498	0.495
  +0.000	  +0.800	 +15.000	 +20.000	0.478	0.003	0.501	0.005	0.428	0.501	0.491	0.499
  +0.800	  +1.444	 +15.000	 +20.000	0.450	0.003	0.388	0.005	0.431	0.440	0.367	0.389
  +1.444	  +1.566	 +15.000	 +20.000	0.048	0.002	0.027	0.004	0.041	0.058	0.033	0.028
  +1.566	  +2.000	 +15.000	 +20.000	0.483	0.004	0.374	0.007	0.473	0.486	0.350	0.375
  +2.000	  +2.500	 +15.000	 +20.000	0.456	0.003	0.243	0.007	0.447	0.451	0.230	0.242
  -2.500	  -2.000	 +20.000	 +35.000	0.567	0.001	0.387	0.003	0.543	0.569	0.364	0.383
  -2.000	  -1.566	 +20.000	 +35.000	0.572	0.001	0.501	0.002	0.559	0.586	0.483	0.497
  -1.566	  -1.444	 +20.000	 +35.000	0.048	0.001	0.039	0.002	0.043	0.063	0.041	0.039
  -1.444	  -0.800	 +20.000	 +35.000	0.505	0.001	0.510	0.002	0.485	0.520	0.502	0.507
  -0.800	  +0.000	 +20.000	 +35.000	0.507	0.001	0.539	0.001	0.485	0.514	0.532	0.535
  +0.000	  +0.800	 +20.000	 +35.000	0.527	0.001	0.535	0.001	0.502	0.537	0.530	0.532
  +0.800	  +1.444	 +20.000	 +35.000	0.499	0.001	0.491	0.002	0.479	0.520	0.482	0.488
  +1.444	  +1.566	 +20.000	 +35.000	0.043	0.001	0.042	0.002	0.042	0.059	0.041	0.042
  +1.566	  +2.000	 +20.000	 +35.000	0.567	0.001	0.497	0.002	0.545	0.577	0.484	0.494
  +2.000	  +2.500	 +20.000	 +35.000	0.553	0.001	0.386	0.003	0.528	0.597	0.363	0.382
  -2.500	  -2.000	 +35.000	 +50.000	0.676	0.001	0.522	0.002	0.667	0.675	0.497	0.522
  -2.000	  -1.566	 +35.000	 +50.000	0.672	0.001	0.611	0.002	0.668	0.676	0.602	0.611
  -1.566	  -1.444	 +35.000	 +50.000	0.074	0.001	0.068	0.002	0.073	0.074	0.066	0.068
  -1.444	  -0.800	 +35.000	 +50.000	0.614	0.001	0.616	0.001	0.609	0.602	0.607	0.615
  -0.800	  +0.000	 +35.000	 +50.000	0.623	0.001	0.646	0.001	0.620	0.612	0.641	0.646
  +0.000	  +0.800	 +35.000	 +50.000	0.638	0.001	0.645	0.001	0.635	0.631	0.640	0.644
